,gender,disability,age_band,SES,highest_education,studied_credits,code_module,final_result
29408,M,N,0-35,low,Lower Than A Level,60-65,FFF,Pass
29409,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Pass
29410,M,N,0-35,high,A Level or Equivalent,60-65,FFF,Pass
29414,F,N,0-35,low,Lower Than A Level,More than 65,FFF,Fail
29415,M,N,35-55,low,HE Qualification,More than 65,FFF,Pass
29419,F,Y,0-35,high,A Level or Equivalent,More than 65,FFF,Pass
29422,M,Y,0-35,low,HE Qualification,60-65,FFF,Pass
29423,M,N,0-35,high,HE Qualification,60-65,FFF,Fail
29424,M,N,0-35,high,Lower Than A Level,More than 65,FFF,Pass
29425,M,N,0-35,low,Lower Than A Level,60-65,FFF,Pass
29429,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Pass
29431,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Pass
29434,M,N,35-55,low,A Level or Equivalent,More than 65,FFF,Pass
29435,M,N,0-35,high,Lower Than A Level,More than 65,FFF,Fail
29436,M,N,35-55,high,Lower Than A Level,60-65,FFF,Fail
29438,M,N,0-35,low,HE Qualification,60-65,FFF,Pass
29440,F,N,0-35,low,A Level or Equivalent,60-65,FFF,Pass
29442,F,Y,0-35,high,Lower Than A Level,More than 65,FFF,Pass
29444,M,N,0-35,high,A Level or Equivalent,60-65,FFF,Pass
29445,M,N,35-55,high,Lower Than A Level,More than 65,FFF,Pass
29449,M,N,35-55,high,HE Qualification,More than 65,FFF,Pass
29450,M,Y,0-35,low,A Level or Equivalent,More than 65,FFF,Pass
29452,M,N,0-35,high,A Level or Equivalent,60-65,FFF,Pass
29453,M,N,0-35,high,HE Qualification,60-65,FFF,Fail
29454,M,N,0-35,low,A Level or Equivalent,60-65,FFF,Pass
29455,F,N,0-35,high,Lower Than A Level,More than 65,FFF,Pass
29456,M,N,0-35,low,Lower Than A Level,60-65,FFF,Fail
29459,M,N,35-55,low,A Level or Equivalent,60-65,FFF,Pass
29460,M,N,0-35,low,A Level or Equivalent,More than 65,FFF,Fail
29461,M,Y,0-35,low,A Level or Equivalent,More than 65,FFF,Fail
29462,F,N,0-35,high,HE Qualification,More than 65,FFF,Pass
29463,M,Y,0-35,low,Lower Than A Level,More than 65,FFF,Fail
29466,M,N,35-55,low,Lower Than A Level,60-65,FFF,Pass
29467,M,N,0-35,low,Lower Than A Level,More than 65,FFF,Pass
29469,M,N,0-35,high,Lower Than A Level,More than 65,FFF,Pass
29470,M,N,0-35,low,A Level or Equivalent,60-65,FFF,Pass
29472,M,N,0-35,high,Lower Than A Level,60-65,FFF,Fail
29473,M,Y,0-35,low,Lower Than A Level,More than 65,FFF,Pass
29474,M,N,0-35,low,A Level or Equivalent,60-65,FFF,Fail
29477,M,N,0-35,high,Lower Than A Level,60-65,FFF,Pass
29480,M,N,35-55,high,HE Qualification,More than 65,FFF,Pass
29481,M,N,0-35,low,Lower Than A Level,More than 65,FFF,Pass
29485,M,N,0-35,high,A Level or Equivalent,60-65,FFF,Fail
29486,M,N,0-35,high,A Level or Equivalent,60-65,FFF,Fail
29488,M,N,0-35,low,Lower Than A Level,More than 65,FFF,Pass
29490,M,N,0-35,low,A Level or Equivalent,60-65,FFF,Pass
29492,M,N,0-35,high,Lower Than A Level,60-65,FFF,Pass
29493,M,N,35-55,high,Lower Than A Level,60-65,FFF,Pass
29496,F,N,0-35,high,A Level or Equivalent,60-65,FFF,Fail
29498,M,N,0-35,low,A Level or Equivalent,More than 65,FFF,Pass
29500,M,N,0-35,high,A Level or Equivalent,60-65,FFF,Pass
29501,M,N,0-35,low,Lower Than A Level,More than 65,FFF,Pass
29505,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Pass
29507,M,N,0-35,high,A Level or Equivalent,60-65,FFF,Pass
29508,M,N,0-35,low,Lower Than A Level,More than 65,FFF,Pass
29509,M,N,0-35,low,Lower Than A Level,60-65,FFF,Fail
29511,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Pass
29514,M,N,0-35,low,Lower Than A Level,More than 65,FFF,Fail
29517,M,N,0-35,low,Lower Than A Level,More than 65,FFF,Fail
29518,M,N,0-35,low,A Level or Equivalent,More than 65,FFF,Pass
29519,M,N,0-35,high,HE Qualification,More than 65,FFF,Pass
29520,M,N,0-35,low,Lower Than A Level,60-65,FFF,Pass
29522,M,N,35-55,low,HE Qualification,More than 65,FFF,Pass
29523,F,N,0-35,high,Lower Than A Level,More than 65,FFF,Pass
29524,M,N,0-35,high,Lower Than A Level,60-65,FFF,Fail
29527,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Pass
29528,M,Y,0-35,high,Lower Than A Level,60-65,FFF,Fail
29529,M,N,0-35,low,No Formal quals,60-65,FFF,Pass
29530,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Pass
29531,M,N,0-35,low,Lower Than A Level,More than 65,FFF,Pass
29535,M,Y,0-35,low,HE Qualification,More than 65,FFF,Pass
29539,M,N,0-35,low,A Level or Equivalent,More than 65,FFF,Pass
29540,F,N,0-35,low,A Level or Equivalent,More than 65,FFF,Pass
29541,M,N,0-35,high,Lower Than A Level,60-65,FFF,Pass
29544,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Pass
29547,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Fail
29548,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Fail
29550,M,N,0-35,high,A Level or Equivalent,60-65,FFF,Pass
29552,M,N,0-35,low,Lower Than A Level,60-65,FFF,Fail
29553,M,N,0-35,low,A Level or Equivalent,More than 65,FFF,Pass
29554,F,N,0-35,low,A Level or Equivalent,More than 65,FFF,Pass
29555,M,N,0-35,high,Lower Than A Level,60-65,FFF,Pass
29556,M,Y,0-35,low,A Level or Equivalent,More than 65,FFF,Pass
29561,M,N,0-35,low,HE Qualification,60-65,FFF,Pass
29562,M,N,35-55,low,HE Qualification,More than 65,FFF,Pass
29563,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Pass
29564,M,N,0-35,low,A Level or Equivalent,More than 65,FFF,Pass
29565,F,N,0-35,low,A Level or Equivalent,More than 65,FFF,Pass
29567,M,Y,0-35,low,Lower Than A Level,60-65,FFF,Fail
29571,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Fail
29572,M,N,35-55,low,Lower Than A Level,60-65,FFF,Fail
29573,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Fail
29575,M,N,0-35,low,Lower Than A Level,More than 65,FFF,Pass
29576,M,N,0-35,low,A Level or Equivalent,More than 65,FFF,Pass
29578,M,N,0-35,low,A Level or Equivalent,More than 65,FFF,Fail
29580,M,Y,0-35,low,Lower Than A Level,60-65,FFF,Fail
29582,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Fail
29583,M,N,0-35,low,HE Qualification,60-65,FFF,Pass
29584,M,N,0-35,low,Lower Than A Level,More than 65,FFF,Pass
29585,M,N,35-55,high,Lower Than A Level,More than 65,FFF,Pass
29587,F,N,0-35,low,HE Qualification,60-65,FFF,Pass
29588,F,N,0-35,high,A Level or Equivalent,More than 65,FFF,Pass
29589,F,N,35-55,low,Lower Than A Level,More than 65,FFF,Pass
29592,M,N,0-35,high,A Level or Equivalent,60-65,FFF,Fail
29593,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Fail
29597,M,N,35-55,high,Lower Than A Level,60-65,FFF,Fail
29598,M,N,0-35,low,A Level or Equivalent,60-65,FFF,Pass
29599,M,N,0-35,high,Lower Than A Level,60-65,FFF,Pass
29600,F,N,35-55,high,Lower Than A Level,60-65,FFF,Pass
29601,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Pass
29602,M,N,0-35,high,Lower Than A Level,60-65,FFF,Pass
29604,F,N,0-35,low,HE Qualification,More than 65,FFF,Pass
29605,M,N,0-35,low,A Level or Equivalent,More than 65,FFF,Fail
29607,M,N,0-35,high,A Level or Equivalent,60-65,FFF,Pass
29608,M,N,35-55,low,Lower Than A Level,More than 65,FFF,Fail
29611,F,N,0-35,low,A Level or Equivalent,More than 65,FFF,Fail
29613,M,N,0-35,low,Lower Than A Level,60-65,FFF,Fail
29614,M,N,0-35,low,A Level or Equivalent,60-65,FFF,Fail
29616,M,N,0-35,low,Lower Than A Level,60-65,FFF,Fail
29619,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Pass
29621,M,N,0-35,low,Lower Than A Level,More than 65,FFF,Fail
29622,M,N,0-35,high,Lower Than A Level,60-65,FFF,Fail
29626,F,N,0-35,low,HE Qualification,More than 65,FFF,Pass
29628,M,N,0-35,low,HE Qualification,More than 65,FFF,Pass
29629,M,N,0-35,low,A Level or Equivalent,More than 65,FFF,Pass
29630,M,N,35-55,low,Lower Than A Level,More than 65,FFF,Pass
29633,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Fail
29638,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Fail
29639,M,N,0-35,low,A Level or Equivalent,60-65,FFF,Pass
29642,M,N,0-35,low,HE Qualification,60-65,FFF,Fail
29645,M,Y,35-55,low,A Level or Equivalent,More than 65,FFF,Pass
29646,M,N,35-55,high,A Level or Equivalent,60-65,FFF,Pass
29648,M,N,0-35,low,A Level or Equivalent,60-65,FFF,Pass
29650,F,N,35-55,low,A Level or Equivalent,60-65,FFF,Fail
29655,M,N,0-35,low,Lower Than A Level,More than 65,FFF,Fail
29660,F,N,0-35,low,Lower Than A Level,60-65,FFF,Pass
29662,M,Y,0-35,low,Lower Than A Level,60-65,FFF,Pass
29663,M,N,0-35,low,A Level or Equivalent,More than 65,FFF,Pass
29664,M,N,0-35,low,Lower Than A Level,More than 65,FFF,Pass
29666,M,N,0-35,low,Lower Than A Level,More than 65,FFF,Pass
29669,F,N,0-35,low,A Level or Equivalent,60-65,FFF,Pass
29671,M,N,0-35,low,HE Qualification,More than 65,FFF,Pass
29673,M,N,0-35,high,Lower Than A Level,60-65,FFF,Fail
29674,M,N,0-35,high,HE Qualification,More than 65,FFF,Pass
29676,M,N,0-35,high,HE Qualification,60-65,FFF,Pass
29679,F,N,35-55,high,HE Qualification,More than 65,FFF,Pass
29680,M,N,35-55,low,A Level or Equivalent,More than 65,FFF,Fail
29681,M,N,0-35,high,Lower Than A Level,More than 65,FFF,Pass
29684,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Fail
29686,M,N,0-35,high,Lower Than A Level,60-65,FFF,Pass
29687,M,N,0-35,high,HE Qualification,More than 65,FFF,Pass
29688,F,N,35-55,low,Lower Than A Level,More than 65,FFF,Fail
29689,F,N,0-35,low,Lower Than A Level,More than 65,FFF,Fail
29690,M,N,0-35,low,Lower Than A Level,60-65,FFF,Fail
29691,M,N,35-55,low,HE Qualification,More than 65,FFF,Fail
29693,M,N,0-35,high,Lower Than A Level,More than 65,FFF,Pass
29694,M,N,0-35,high,HE Qualification,More than 65,FFF,Pass
29696,M,N,0-35,low,A Level or Equivalent,More than 65,FFF,Pass
29697,M,N,35-55,low,A Level or Equivalent,More than 65,FFF,Pass
29698,F,N,35-55,high,A Level or Equivalent,More than 65,FFF,Pass
29699,F,N,0-35,low,HE Qualification,More than 65,FFF,Pass
29702,M,N,0-35,high,Lower Than A Level,60-65,FFF,Pass
29704,M,Y,35-55,high,Lower Than A Level,60-65,FFF,Fail
29705,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Pass
29706,M,N,0-35,low,A Level or Equivalent,60-65,FFF,Pass
29707,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Pass
29708,M,N,35-55,low,A Level or Equivalent,More than 65,FFF,Pass
29709,M,N,0-35,low,A Level or Equivalent,60-65,FFF,Fail
29711,M,N,0-35,high,Lower Than A Level,60-65,FFF,Pass
29713,M,N,0-35,high,Lower Than A Level,60-65,FFF,Fail
29714,M,N,0-35,high,HE Qualification,60-65,FFF,Pass
29715,M,N,0-35,high,A Level or Equivalent,60-65,FFF,Pass
29718,M,N,0-35,high,Lower Than A Level,60-65,FFF,Pass
29719,M,N,35-55,low,A Level or Equivalent,60-65,FFF,Pass
29720,M,Y,0-35,low,A Level or Equivalent,More than 65,FFF,Pass
29725,M,N,0-35,high,A Level or Equivalent,60-65,FFF,Pass
29727,M,N,0-35,high,HE Qualification,60-65,FFF,Pass
29730,M,N,35-55,high,A Level or Equivalent,More than 65,FFF,Pass
29731,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Fail
29732,M,N,35-55,low,Lower Than A Level,More than 65,FFF,Pass
29733,F,N,0-35,low,Lower Than A Level,More than 65,FFF,Pass
29735,M,N,0-35,low,HE Qualification,More than 65,FFF,Fail
29736,M,N,0-35,high,A Level or Equivalent,60-65,FFF,Pass
29738,F,N,35-55,low,Lower Than A Level,More than 65,FFF,Pass
29742,M,N,0-35,low,Lower Than A Level,60-65,FFF,Fail
29745,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Fail
29747,M,N,0-35,high,A Level or Equivalent,60-65,FFF,Pass
29748,M,N,0-35,high,HE Qualification,60-65,FFF,Pass
29751,M,Y,0-35,low,A Level or Equivalent,60-65,FFF,Pass
29754,M,N,0-35,high,HE Qualification,More than 65,FFF,Pass
29756,F,N,0-35,low,A Level or Equivalent,60-65,FFF,Pass
29757,M,N,35-55,high,A Level or Equivalent,More than 65,FFF,Pass
29758,M,N,0-35,low,Lower Than A Level,More than 65,FFF,Pass
29759,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Pass
29767,M,N,0-35,high,Lower Than A Level,60-65,FFF,Pass
29768,M,Y,35-55,high,Lower Than A Level,60-65,FFF,Pass
29769,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Fail
29773,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Fail
29774,M,N,35-55,low,Lower Than A Level,60-65,FFF,Pass
29777,M,N,35-55,high,HE Qualification,60-65,FFF,Pass
29779,M,N,35-55,high,A Level or Equivalent,60-65,FFF,Pass
29781,M,N,0-35,low,Lower Than A Level,More than 65,FFF,Fail
29783,M,N,0-35,high,A Level or Equivalent,60-65,FFF,Fail
29784,F,Y,0-35,high,Lower Than A Level,More than 65,FFF,Pass
29792,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Pass
29793,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Pass
29794,F,N,0-35,high,Lower Than A Level,60-65,FFF,Pass
29795,M,N,0-35,low,A Level or Equivalent,60-65,FFF,Pass
29797,M,N,0-35,low,A Level or Equivalent,60-65,FFF,Fail
29798,M,Y,0-35,high,A Level or Equivalent,60-65,FFF,Fail
29799,M,N,0-35,high,A Level or Equivalent,60-65,FFF,Fail
29800,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Fail
29801,F,N,0-35,low,A Level or Equivalent,More than 65,FFF,Pass
29802,F,N,0-35,high,A Level or Equivalent,More than 65,FFF,Pass
29804,M,N,0-35,low,A Level or Equivalent,More than 65,FFF,Fail
29805,F,N,0-35,low,A Level or Equivalent,More than 65,FFF,Pass
29806,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Pass
29807,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Pass
29808,F,N,0-35,high,A Level or Equivalent,More than 65,FFF,Pass
29809,M,N,0-35,low,A Level or Equivalent,60-65,FFF,Pass
29813,M,N,0-35,low,Lower Than A Level,More than 65,FFF,Fail
29815,M,N,0-35,low,A Level or Equivalent,60-65,FFF,Pass
29816,M,N,0-35,low,Lower Than A Level,More than 65,FFF,Fail
29820,M,N,35-55,high,Lower Than A Level,60-65,FFF,Pass
29824,M,Y,0-35,low,Lower Than A Level,60-65,FFF,Pass
29829,M,N,0-35,high,Lower Than A Level,60-65,FFF,Pass
29830,M,N,35-55,high,Lower Than A Level,More than 65,FFF,Pass
29831,M,N,0-35,low,A Level or Equivalent,60-65,FFF,Pass
29834,M,Y,0-35,low,A Level or Equivalent,More than 65,FFF,Fail
29835,M,N,0-35,low,Lower Than A Level,More than 65,FFF,Fail
29839,M,N,0-35,high,Lower Than A Level,60-65,FFF,Pass
29840,M,N,0-35,high,A Level or Equivalent,60-65,FFF,Fail
29841,M,Y,0-35,low,A Level or Equivalent,More than 65,FFF,Pass
29842,F,N,0-35,high,A Level or Equivalent,More than 65,FFF,Pass
29844,M,N,0-35,low,Lower Than A Level,More than 65,FFF,Pass
29845,M,N,0-35,high,Lower Than A Level,More than 65,FFF,Fail
29846,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Pass
29847,M,N,55<=,high,HE Qualification,60-65,FFF,Fail
29849,M,N,55<=,high,HE Qualification,More than 65,FFF,Pass
29851,M,N,55<=,low,Lower Than A Level,More than 65,FFF,Fail
29852,M,N,35-55,low,A Level or Equivalent,60-65,FFF,Fail
29853,M,N,35-55,high,HE Qualification,60-65,FFF,Pass
29854,M,N,35-55,high,HE Qualification,60-65,FFF,Pass
29855,M,N,35-55,low,HE Qualification,60-65,FFF,Pass
29856,M,N,35-55,high,A Level or Equivalent,More than 65,FFF,Fail
29857,M,N,35-55,low,Lower Than A Level,More than 65,FFF,Fail
29859,M,N,35-55,high,HE Qualification,60-65,FFF,Pass
29861,M,N,35-55,high,A Level or Equivalent,More than 65,FFF,Pass
29863,M,Y,35-55,low,HE Qualification,More than 65,FFF,Pass
29865,M,N,35-55,high,A Level or Equivalent,More than 65,FFF,Pass
29869,F,N,35-55,low,Lower Than A Level,60-65,FFF,Pass
29871,M,N,35-55,high,HE Qualification,60-65,FFF,Pass
29873,M,N,35-55,high,Lower Than A Level,60-65,FFF,Pass
29874,M,N,35-55,low,Lower Than A Level,60-65,FFF,Pass
29875,M,N,0-35,high,A Level or Equivalent,60-65,FFF,Pass
29876,M,N,35-55,high,A Level or Equivalent,More than 65,FFF,Pass
29877,F,N,35-55,low,Lower Than A Level,60-65,FFF,Pass
29879,F,N,35-55,low,HE Qualification,60-65,FFF,Fail
29880,F,N,35-55,low,HE Qualification,60-65,FFF,Fail
29883,M,N,35-55,low,Post Graduate Qualification,More than 65,FFF,Pass
29885,M,N,35-55,low,A Level or Equivalent,More than 65,FFF,Fail
29886,M,N,35-55,low,HE Qualification,60-65,FFF,Pass
29887,F,N,35-55,low,A Level or Equivalent,60-65,FFF,Pass
29888,M,N,0-35,low,HE Qualification,60-65,FFF,Pass
29889,M,N,35-55,low,A Level or Equivalent,More than 65,FFF,Pass
29890,M,N,35-55,high,Post Graduate Qualification,More than 65,FFF,Pass
29891,F,Y,35-55,low,Lower Than A Level,More than 65,FFF,Pass
29892,M,N,35-55,high,A Level or Equivalent,60-65,FFF,Pass
29893,F,N,35-55,high,A Level or Equivalent,More than 65,FFF,Pass
29894,M,N,0-35,low,Lower Than A Level,60-65,FFF,Fail
29895,M,Y,35-55,low,A Level or Equivalent,60-65,FFF,Fail
29896,M,N,35-55,low,Lower Than A Level,60-65,FFF,Pass
29897,M,N,35-55,high,Lower Than A Level,More than 65,FFF,Pass
29899,M,N,35-55,high,A Level or Equivalent,60-65,FFF,Pass
29900,M,N,35-55,high,HE Qualification,More than 65,FFF,Pass
29901,M,N,35-55,high,HE Qualification,More than 65,FFF,Pass
29902,F,N,35-55,high,HE Qualification,60-65,FFF,Pass
29903,M,N,55<=,high,HE Qualification,More than 65,FFF,Pass
29906,M,N,35-55,low,Lower Than A Level,60-65,FFF,Fail
29908,F,N,0-35,high,Lower Than A Level,More than 65,FFF,Fail
29909,M,N,35-55,high,A Level or Equivalent,More than 65,FFF,Pass
29910,M,N,35-55,low,HE Qualification,More than 65,FFF,Fail
29911,M,N,35-55,high,Lower Than A Level,60-65,FFF,Pass
29913,M,N,0-35,high,HE Qualification,More than 65,FFF,Pass
29914,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Pass
29915,M,Y,35-55,low,Lower Than A Level,60-65,FFF,Pass
29916,M,Y,35-55,low,A Level or Equivalent,60-65,FFF,Pass
29920,F,N,35-55,low,Lower Than A Level,60-65,FFF,Pass
29922,M,N,35-55,low,Lower Than A Level,60-65,FFF,Pass
29923,M,N,35-55,low,Lower Than A Level,60-65,FFF,Pass
29924,F,Y,35-55,high,Lower Than A Level,60-65,FFF,Fail
29928,M,N,35-55,low,Lower Than A Level,60-65,FFF,Pass
29931,F,N,35-55,high,A Level or Equivalent,60-65,FFF,Pass
29934,M,N,35-55,high,HE Qualification,60-65,FFF,Pass
29936,M,N,35-55,high,HE Qualification,60-65,FFF,Pass
29937,F,N,35-55,high,A Level or Equivalent,More than 65,FFF,Pass
29938,M,N,35-55,high,A Level or Equivalent,More than 65,FFF,Pass
29939,M,N,0-35,low,Lower Than A Level,60-65,FFF,Pass
29941,M,N,0-35,high,Lower Than A Level,60-65,FFF,Pass
29942,F,N,35-55,high,HE Qualification,60-65,FFF,Pass
29943,M,N,35-55,high,A Level or Equivalent,60-65,FFF,Fail
29944,M,N,35-55,high,A Level or Equivalent,60-65,FFF,Pass
29945,M,N,35-55,low,HE Qualification,More than 65,FFF,Pass
29946,M,Y,35-55,low,A Level or Equivalent,More than 65,FFF,Fail
29947,F,N,35-55,low,Lower Than A Level,60-65,FFF,Pass
29948,F,N,0-35,low,A Level or Equivalent,More than 65,FFF,Fail
29949,F,N,0-35,high,Lower Than A Level,More than 65,FFF,Pass
29952,M,N,35-55,high,Lower Than A Level,60-65,FFF,Pass
29956,M,N,35-55,low,Lower Than A Level,More than 65,FFF,Pass
29957,F,N,35-55,low,HE Qualification,60-65,FFF,Pass
29958,M,N,0-35,low,A Level or Equivalent,60-65,FFF,Fail
29960,M,N,0-35,low,HE Qualification,60-65,FFF,Pass
29961,M,N,35-55,high,A Level or Equivalent,60-65,FFF,Pass
29962,M,N,35-55,high,A Level or Equivalent,60-65,FFF,Pass
29963,M,N,35-55,low,Lower Than A Level,60-65,FFF,Pass
29964,M,N,35-55,low,Lower Than A Level,More than 65,FFF,Pass
29966,M,N,0-35,high,Lower Than A Level,More than 65,FFF,Fail
29967,F,N,0-35,high,A Level or Equivalent,60-65,FFF,Pass
29968,M,N,0-35,high,A Level or Equivalent,60-65,FFF,Pass
29970,M,N,0-35,high,Lower Than A Level,More than 65,FFF,Pass
29971,M,N,0-35,low,Lower Than A Level,More than 65,FFF,Pass
29972,M,N,0-35,high,A Level or Equivalent,More than 65,FFF,Pass
29973,F,N,0-35,low,HE Qualification,60-65,FFF,Pass
29975,M,N,0-35,high,HE Qualification,More than 65,FFF,Pass
29976,F,N,35-55,high,Lower Than A Level,More than 65,FFF,Pass
29979,M,N,35-55,high,Lower Than A Level,60-65,FFF,Pass
29980,M,N,55<=,high,HE Qualification,60-65,FFF,Pass
29982,M,N,35-55,low,A Level or Equivalent,60-65,FFF,Fail
29983,F,N,0-35,low,Lower Than A Level,More than 65,FFF,Pass
29984,M,N,35-55,low,Lower Than A Level,60-65,FFF,Fail
29985,M,N,35-55,low,HE Qualification,60-65,FFF,Pass
29986,M,N,35-55,high,Lower Than A Level,More than 65,FFF,Pass
29989,M,N,0-35,low,Lower Than A Level,More than 65,FFF,Pass
29993,M,Y,35-55,low,A Level or Equivalent,More than 65,FFF,Fail
29994,F,Y,0-35,high,A Level or Equivalent,60-65,FFF,Fail
29995,F,N,35-55,high,A Level or Equivalent,60-65,FFF,Pass
29997,M,N,35-55,low,HE Qualification,More than 65,FFF,Pass
29999,M,N,0-35,high,A Level or Equivalent,60-65,FFF,Pass
30000,F,N,0-35,low,Lower Than A Level,More than 65,FFF,Fail
30001,M,N,0-35,low,A Level or Equivalent,60-65,FFF,Fail
30003,M,N,35-55,high,A Level or Equivalent,More than 65,FFF,Pass
30005,F,N,0-35,low,Lower Than A Level,More than 65,FFF,Fail
30006,M,N,0-35,low,Lower Than A Level,60-65,FFF,Pass
30007,M,N,35-55,low,HE Qualification,More than 65,FFF,Pass
30008,F,N,35-55,high,A Level or Equivalent,60-65,FFF,Fail
30009,M,Y,0-35,low,Lower Than A Level,More than 65,FFF,Fail
30010,M,N,0-35,low,Lower Than A Level,60-65,FFF,Fail
30011,M,N,35-55,low,Lower Than A Level,More than 65,FFF,Fail
30012,F,N,0-35,high,A Level or Equivalent,More than 65,FFF,Pass
30013,M,N,35-55,high,HE Qualification,60-65,FFF,Pass
30016,M,Y,0-35,low,A Level or Equivalent,60-65,FFF,Pass
30017,M,N,0-35,low,A Level or Equivalent,More than 65,FFF,Fail
30018,F,N,0-35,low,A Level or Equivalent,More than 65,FFF,Pass
30019,M,N,0-35,low,HE Qualification,More than 65,FFF,Pass
30020,M,N,0-35,low,A Level or Equivalent,More than 65,FFF,Pass
30021,M,N,35-55,low,HE Qualification,More than 65,FFF,Pass
30023,M,N,0-35,low,A Level or Equivalent,60-65,FFF,Pass
30025,F,N,0-35,low,A Level or Equivalent,More than 65,FFF,Pass
30027,M,N,35-55,high,Post Graduate Qualification,60-65,FFF,Pass
30028,M,N,35-55,high,A Level or Equivalent,More than 65,FFF,Pass
30029,M,N,35-55,high,Lower Than A Level,60-65,FFF,Pass
30033,M,N,35-55,low,Lower Than A Level,60-65,FFF,Pass
30036,M,N,0-35,low,A Level or Equivalent,More than 65,FFF,Pass
30037,M,N,0-35,high,HE Qualification,More than 65,FFF,Pass
30038,M,N,35-55,low,HE Qualification,60-65,FFF,Pass
30041,M,N,0-35,high,A Level or Equivalent,60-65,FFF,Fail
30043,M,N,35-55,low,Lower Than A Level,60-65,FFF,Pass
30044,M,N,35-55,high,HE Qualification,More than 65,FFF,Pass
30046,M,N,35-55,high,Lower Than A Level,60-65,FFF,Fail
